0, 29022
1, 27580
2, 8958
3, 6545
4, 29311
5, 15539
6, 32334
7, 15178
8, 6042
9, 16076
10, 29442
11, 32367
12, 13225
13, 24172
14, 19453
15, 4650
16, 18874
17, 8375
18, 3816
19, 26189
20, 18407
21, 17070
22, 11977
23, 25493
24, 28295
25, 21402
26, 19671
27, 31025
28, 14246
29, 20142
30, 31629
31, 9086
32, 21171
33, 30696
34, 14333
35, 20501
36, 2169
37, 56
38, 3431
39, 17159
40, 6993
41, 13540
42, 5898
43, 24935
44, 30613
45, 15915
46, 21562
47, 1289
48, 18519
49, 12585
50, 691
51, 15754
52, 17491
53, 30970
54, 29485
55, 8848
56, 18211
57, 23330
58, 3120
59, 6995
60, 2738
61, 6956
62, 28458
63, 16221
64, 5363
65, 402
66, 29631
67, 13454
68, 11731
69, 18909
70, 28000
71, 11874
72, 29036
73, 15373
74, 28447
75, 29303
76, 21115
77, 30011
78, 449
79, 1609
80, 8468
81, 9085
82, 21
83, 27200
84, 27028
85, 14602
86, 3461
87, 1518
88, 16344
89, 23199
90, 23275
91, 10641
92, 19116
93, 3361
94, 11686
95, 18656
96, 9094
97, 26243
98, 23788
99, 21252
100, 24181
101, 17898
102, 14689
103, 19428
104, 20052
105, 22287
106, 4841
107, 2725
108, 22851
109, 25829
110, 20667
111, 16753
112, 29016
113, 16253
114, 20408
115, 12920
116, 1425
117, 14630
118, 31482
119, 13877
120, 32525
121, 32472
122, 21167
123, 30451
124, 7804
125, 20435
126, 21800
127, 1423
128, 19925
129, 22659
130, 32301
131, 11135
132, 14919
133, 13479
134, 20628
135, 7699
136, 19057
137, 23730
138, 7698
139, 30459
140, 17621
141, 625
142, 336
143, 5642
144, 14986
145, 8431
146, 15937
147, 20538
148, 2610
149, 17302
150, 31924
151, 4079
152, 3884
153, 18582
154, 4389
155, 19072
156, 20747
157, 8843
158, 18393
159, 28403
160, 18246
161, 23898
162, 26154
163, 12808
164, 1328
165, 27227
166, 22047
167, 23418
168, 25131
169, 30654
170, 12351
171, 30849
172, 29209
173, 22311
174, 6055
175, 6043
176, 25108
177, 14236
178, 7259
179, 29068
180, 3423
181, 13985
182, 6106
183, 9123
184, 24220
185, 3233
186, 14325
187, 24384
188, 20799
189, 22672
190, 11232
191, 12947
192, 10050
193, 20175
194, 10122
195, 20134
196, 10011
197, 20304
198, 12586
199, 28318
200, 30187
201, 9978
202, 27930
203, 17470
204, 25080
205, 79
206, 23529
207, 3500
208, 12637
209, 18252
210, 16044
211, 14456
212, 18688
213, 1168
214, 5524
215, 13786
216, 16325
217, 29633
218, 27846
219, 25659
220, 12801
221, 22828
222, 27494
223, 12791
224, 26930
225, 23211
226, 22773
227, 23906
228, 11245
229, 24524
230, 3294
231, 30217
232, 18967
233, 15663
234, 31819
235, 826
236, 14680
237, 12080
238, 23101
239, 29638
240, 21965
241, 26566
242, 32220
243, 15109
244, 6909
245, 13227
246, 780
247, 16155
248, 26895
249, 31422
250, 22848
251, 31866
252, 10810
253, 8101
254, 13459
255, 680
256, 27772
257, 694
258, 5397
259, 11843
260, 17295
261, 11288
262, 22626
263, 17474
264, 1817
265, 24869
266, 2426
267, 21117
268, 16675
269, 10515
270, 25292
271, 31088
272, 24780
273, 1236
274, 13972
275, 827
276, 1342
277, 24122
278, 12647
279, 27630
280, 29922
281, 29279
282, 11020
283, 16132
284, 5328
285, 15172
286, 31118
287, 28205
288, 29834
289, 7352
290, 31375
291, 1361
292, 16873
293, 22652
294, 18143
295, 24529
296, 14679
297, 3492
298, 17486
299, 17168
300, 26175
301, 18240
302, 2494
303, 562
304, 18370
305, 24124
306, 18812
307, 3875
308, 11692
309, 12933
310, 13776
311, 7387
312, 24998
313, 32621
314, 5074
315, 14049
316, 28845
317, 20305
318, 28800
319, 29198
320, 10434
321, 21113
322, 11278
323, 6804
324, 7907
325, 7487
326, 20349
327, 831
328, 20795
329, 4468
330, 24687
331, 23034
332, 14742
333, 30463
334, 10042
335, 9620
336, 25623
337, 1991
338, 6971
339, 20676
340, 24109
341, 29396
342, 26989
343, 26219
344, 4547
345, 6833
346, 18745
347, 25370
348, 24759
349, 4884
350, 5008
351, 16340
352, 5262
353, 8640
354, 20536
355, 6677
356, 30310
357, 18091
358, 11619
359, 7442
360, 9003
361, 3932
362, 5510
363, 4163
364, 28686
365, 14744
366, 22376
367, 12063
368, 29491
369, 26941
370, 5242
371, 11815
372, 1194
373, 30062
374, 26982
375, 4389
376, 19361
377, 4336
378, 1258
379, 14006
380, 11224
381, 20948
382, 8423
383, 15622
384, 10069
385, 23639
386, 4533
387, 9179
388, 2136
389, 13574
390, 24506
391, 20437
392, 26513
393, 32294
394, 7995
395, 21236
396, 25233
397, 9298
398, 31345
399, 7770
400, 5759
401, 15974
402, 8672
403, 338
404, 13068
405, 9372
406, 5860
407, 6546
408, 14760
409, 757
410, 1165
411, 6333
412, 15607
413, 27355
