55303, 0
21007, 2
9570, 4
33491, 4
14245, 4
22308, 4
43513, 5
34152, 5
28238, 5
37662, 6
55294, 6
52259, 7
39044, 7
19279, 7
63990, 7
11117, 8
24700, 8
58452, 10
43725, 10
49681, 10
19311, 11
13898, 11
30474, 11
51051, 11
62603, 11
24792, 11
25407, 13
44094, 13
44823, 15
51245, 15
5568, 16
30875, 17
27712, 17
57794, 18
2158, 18
54422, 19
8564, 21
82, 21
24596, 22
14649, 23
11490, 23
25187, 23
12856, 24
12813, 24
14677, 24
49088, 25
64258, 25
18055, 25
10346, 25
3616, 26
39702, 27
5323, 28
9785, 28
64091, 28
11394, 29
19903, 29
49292, 29
26306, 30
62840, 31
2244, 31
47829, 32
35064, 32
39314, 32
52021, 32
58365, 33
46186, 34
15463, 35
5779, 37
29137, 37
33959, 37
34667, 37
41023, 38
20636, 39
16532, 39
4512, 39
30596, 39
45845, 40
9476, 40
60556, 40
39643, 41
61110, 41
24500, 41
1520, 42
47248, 44
15605, 44
22280, 45
3309, 45
47210, 45
14067, 45
51667, 46
39607, 47
36106, 48
1614, 48
16842, 48
9905, 48
12513, 48
22132, 48
49626, 48
53243, 49
24957, 49
37317, 49
17591, 50
62914, 50
18164, 50
50058, 51
64534, 52
32371, 52
7999, 52
45223, 52
17838, 52
11762, 53
44035, 54
23715, 54
14196, 54
57045, 54
50911, 55
56073, 55
37, 56
1675, 56
13075, 56
62825, 57
8753, 58
14115, 59
57352, 59
14249, 59
25160, 60
23457, 60
8958, 61
15644, 61
31719, 61
22283, 61
6158, 62
15200, 62
43058, 62
41492, 63
19918, 63
3942, 64
21303, 64
9664, 64
29834, 64
25792, 64
51400, 64
9239, 65
13941, 66
22422, 66
23517, 66
6892, 67
60022, 67
51015, 67
15895, 67
57272, 67
61604, 68
59215, 69
17590, 69
16928, 69
24725, 70
4121, 71
46480, 71
18750, 72
10965, 72
51930, 73
28606, 73
43804, 73
20563, 74
53593, 74
56324, 75
52300, 75
2879, 75
58810, 76
56767, 76
19037, 76
44673, 77
55892, 78
205, 79
23984, 80
49690, 80
39568, 80
35769, 80
6168, 81
20601, 81
12387, 82
13496, 82
30165, 82
16639, 82
9549, 83
53599, 85
25038, 86
50666, 87
25168, 88
41196, 89
6233, 90
41274, 90
14907, 91
5095, 92
9260, 92
16358, 93
14149, 93
31557, 94
42790, 94
25950, 94
23851, 95
22193, 97
52321, 97
5751, 98
5562, 98
46350, 98
27749, 99
15736, 99
49641, 99
45997, 100
47414, 101
1724, 102
16591, 102
55395, 102
29459, 102
35457, 103
38022, 103
9482, 104
19791, 105
61397, 106
8372, 106
34037, 108
17963, 109
29669, 109
29356, 109
2713, 110
2981, 111
13504, 111
32965, 112
36713, 112
32169, 112
1066, 113
9527, 113
54247, 114
21840, 114
34937, 115
23076, 116
13538, 117
14456, 119
43052, 120
46722, 121
50275, 122
4993, 122
39400, 123
49715, 123
65066, 123
34854, 123
27375, 123
63883, 124
843, 124
15121, 125
9194, 125
52049, 126
23025, 126
7964, 127
2909, 127
61670, 127
3712, 129
40763, 129
37011, 130
17286, 130
51163, 130
37055, 130
49902, 133
43004, 133
44975, 133
12241, 133
30017, 134
9661, 134
31676, 135
41003, 135
12585, 135
15715, 135
20539, 135
23106, 136
47127, 136
8139, 136
38003, 137
31064, 138
22331, 140
45146, 140
54601, 140
2853, 141
19330, 142
46311, 142
4910, 143
36827, 143
50611, 143
37162, 145
50053, 145
1149, 145
33670, 145
12625, 145
46855, 147
4976, 147
30929, 147
38475, 147
20338, 148
34978, 149
24872, 149
38153, 149
64365, 151
39508, 152
59906, 152
26256, 154
53540, 154
31631, 155
2777, 155
29456, 155
12132, 155
44181, 156
13637, 157
20931, 157
48585, 157
1650, 159
23012, 159
44227, 160
10589, 161
552, 162
17135, 163
37550, 163
47643, 163
44766, 165
64590, 165
23793, 166
65088, 166
29320, 166
60914, 166
29204, 167
47416, 170
62416, 170
4647, 171
48119, 171
45776, 171
3800, 172
60193, 172
39458, 173
37155, 173
24315, 174
18702, 174
26661, 174
11423, 174
25687, 175
20134, 176
50285, 176
51919, 176
36136, 177
23426, 177
16430, 177
43231, 178
56949, 179
9183, 179
44997, 180
15145, 180
40010, 182
48672, 182
23381, 183
40680, 183
60988, 183
19424, 184
14153, 186
60547, 187
63271, 188
46044, 188
45304, 188
39462, 188
24015, 189
42761, 189
25409, 189
6152, 190
9548, 191
65079, 191
30735, 191
48399, 191
32101, 192
38204, 192
13623, 193
17337, 193
58752, 193
52251, 195
7825, 195
16989, 195
6616, 196
58891, 197
13406, 197
57097, 197
58092, 197
38587, 197
35252, 198
15549, 198
1088, 199
37981, 200
3255, 200
56677, 201
38307, 202
22951, 202
15631, 202
62248, 203
30444, 203
47761, 204
54440, 204
15386, 204
13081, 204
50158, 204
28135, 206
60824, 206
47172, 206
12123, 206
37906, 207
20177, 207
26515, 208
38228, 208
52397, 208
37276, 208
32946, 209
43276, 209
21961, 210
19012, 210
35216, 211
5540, 212
45851, 212
22196, 212
59398, 213
22417, 213
31158, 213
48990, 213
15551, 215
47333, 215
19561, 216
15053, 216
3489, 217
49548, 217
59564, 217
41180, 218
28858, 218
29624, 219
14962, 219
1855, 220
44843, 220
48677, 221
4429, 221
41261, 221
3143, 222
32631, 222
21558, 224
36335, 227
45914, 227
43846, 228
14721, 228
56917, 228
4833, 229
47456, 229
47967, 230
32266, 230
1389, 233
20083, 234
19288, 234
54284, 235
60814, 235
30310, 235
54714, 235
31671, 235
6515, 236
40840, 236
45580, 237
23538, 237
56763, 238
50572, 239
30342, 240
8149, 241
26767, 241
63729, 242
17016, 242
61730, 242
36450, 242
58247, 243
52583, 243
23621, 244
60897, 247
28827, 247
37425, 248
45261, 249
61413, 250
20673, 250
48124, 250
42506, 250
35477, 251
23404, 251
6124, 252
2401, 252
63438, 253
37810, 253
47058, 254
39107, 254
11821, 254
57838, 254
31179, 254
62634, 255
15905, 255
4489, 255
46937, 255
35309, 256
53386, 256
36017, 257
42207, 258
20882, 258
17614, 258
12528, 258
16714, 258
28435, 259
40837, 260
3829, 260
58593, 260
8280, 260
52864, 261
52309, 261
46526, 261
40219, 262
41826, 263
20681, 263
63193, 264
35318, 264
28403, 265
17605, 265
61546, 266
3345, 266
29413, 266
14599, 266
65204, 267
3080, 268
31564, 268
50152, 268
46604, 268
17535, 268
15604, 269
2159, 269
20819, 270
48635, 270
15761, 270
21956, 270
31622, 271
35630, 271
60125, 272
25522, 272
14759, 273
55929, 273
54018, 274
31525, 274
12812, 274
17119, 274
46334, 275
65508, 275
18800, 275
54950, 277
62843, 277
30114, 277
61146, 277
48150, 277
16722, 278
43447, 278
7112, 278
24704, 278
24048, 278
50185, 279
22877, 279
9010, 279
22892, 280
29180, 282
43806, 284
59822, 285
42287, 285
42611, 285
24823, 286
3613, 288
43130, 288
20423, 290
33709, 290
30742, 291
20112, 291
47946, 291
62197, 292
36925, 295
34859, 296
52028, 297
10437, 298
35370, 298
38026, 298
29066, 300
13908, 301
64876, 302
17477, 302
5120, 302
37408, 303
63679, 303
43460, 303
7320, 303
38532, 304
32326, 304
62812, 305
43278, 305
23142, 306
850, 306
18886, 306
59985, 306
34517, 306
20538, 308
52111, 308
62053, 309
16548, 310
10372, 310
58706, 312
8805, 312
5736, 312
42545, 313
58070, 313
39214, 313
8624, 314
14978, 315
51195, 315
11465, 315
9537, 315
43825, 316
20235, 317
13813, 318
17159, 318
37862, 319
13500, 319
38910, 319
49802, 322
16792, 322
8890, 322
25676, 322
37018, 324
43527, 325
44025, 326
26351, 326
60868, 326
24164, 326
41733, 327
14871, 328
58834, 328
41096, 328
31392, 329
59921, 330
6858, 330
61266, 330
8538, 331
57816, 331
13490, 331
16684, 332
40990, 335
13824, 335
18015, 335
25215, 336
142, 336
18370, 337
16628, 338
403, 338
22581, 338
38030, 338
55909, 338
53759, 338
61847, 338
50529, 339
37713, 339
43133, 340
26689, 340
51142, 342
42579, 342
1635, 342
64779, 342
13732, 343
23061, 343
32568, 343
39064, 344
41610, 344
55380, 344
18912, 345
20054, 345
10411, 345
54613, 346
12082, 346
35767, 347
2261, 348
32312, 348
54984, 348
62187, 348
48767, 349
18437, 349
28161, 350
27200, 351
15194, 353
50813, 353
27023, 353
23834, 355
55957, 355
27694, 355
33256, 355
20822, 356
63812, 356
34636, 356
30991, 357
34708, 357
2605, 357
55510, 358
13458, 359
49609, 359
35638, 360
34776, 361
7188, 362
10445, 362
64694, 363
48542, 364
47744, 364
473, 365
42633, 366
45730, 366
57675, 367
52648, 367
12206, 367
58792, 367
59187, 368
41615, 368
41179, 371
9103, 371
44185, 371
47777, 372
46380, 372
35460, 373
9623, 373
6131, 374
34096, 376
63601, 376
30286, 376
41087, 377
37723, 377
4558, 377
54537, 377
57732, 378
21410, 378
56678, 378
32821, 379
22246, 379
43672, 379
64773, 380
45499, 381
62408, 381
65189, 381
17792, 382
46169, 382
51392, 382
52768, 382
7745, 382
15864, 382
28024, 382
47338, 383
11069, 383
54470, 384
11295, 385
59169, 386
26317, 386
39943, 387
34124, 387
8511, 387
13449, 388
22912, 390
2706, 390
51917, 390
24290, 391
26272, 391
5390, 392
30557, 393
42273, 393
61895, 393
13553, 394
19920, 395
35106, 395
56540, 396
8908, 396
24630, 396
32444, 396
38344, 397
5023, 397
40019, 397
39666, 397
41964, 397
29912, 399
64452, 399
65229, 400
55640, 400
23016, 401
60766, 401
13552, 401
20119, 401
18045, 401
46067, 401
13817, 401
2236, 402
41306, 402
10679, 402
35459, 402
65, 402
50901, 402
42610, 403
24137, 403
28310, 405
22663, 405
8851, 406
41127, 407
18809, 407
8237, 407
18698, 407
20983, 408
25802, 409
27343, 409
54617, 410
